question_id,disease_category,disease_prevalence,question_type,requires_visual_reasoning,original_disease,canonical_disease,disease_subcategory,language,is_valid,quality_notes,question_structure,difficulty,difficulty_rationale
105,Hair Nail,moderate,treatment,False,Trichotillomania,Trichotillomania,Hair Loss,english,True,,vignette,easy,Identifying trichotillomania in an adolescent with irregular broken hairs and stress/obsessive behaviors and knowing CBT is first-line is core knowledge for general dermatologists.
107,Infectious,common,diagnosis,True,Erythema Infectiosum,Erythema Infectiosum,Viral,english,True,,vignette,easy,"Classic slapped-cheek and lacy reticular body rash in a toddler after mild prodrome strongly indicates erythema infectiosum (parvovirus B19), a hallmark pediatric exanthem well known to general dermatologists."
106,Infectious,common,diagnosis,False,Enterobiasis (Pinworm Infection),Enterobiasis,Parasitic & Other,english,True,,vignette,easy,"Classic presentation of perianal and vulvar pruritus in a young child suggests Enterobius vermicularis, for which the perianal cellophane-tape test is the standard diagnostic step."
108,Infectious,common,treatment,False,Scabies,Scabies,Parasitic & Other,english,True,,vignette,easy,Classic scabies presentation with nocturnal pruritus and interdigital burrows in a child; first-line treatment with topical permethrin is core dermatology knowledge.
109,Infectious,common,mechanism,True,Herpes Simplex Virus Infection,Herpes Simplex Virus Infection,Viral,english,True,,vignette,easy,"Classic herpetic whitlow following genital HSV exposure; identifying HSV as an enveloped, double-stranded linear DNA virus is core dermatology knowledge."
110,Metabolic Systemic,moderate,treatment,False,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,english,True,,vignette,medium,Recognizing porphyria cutanea tarda and knowing phlebotomy is first-line (especially with normal ferritin nuance vs alternatives like low-dose hydroxychloroquine) requires solid dermatology training beyond basic knowledge.
111,Infectious,common,diagnosis,False,Molluscum Contagiosum,Molluscum Contagiosum,Viral,english,True,,vignette,easy,"Umbilicated, skin-colored papules in an HIV patient are classic for molluscum contagiosum caused by a poxvirus, a core dermatology diagnosis."
112,Inflammatory,moderate,mechanism,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,vignette,easy,"Classic presentation of pemphigus vulgaris with flaccid mucocutaneous blisters and positive Nikolsky sign, requiring recall that autoantibodies target desmoglein cadherins in desmosomes."
115,Inflammatory,moderate,diagnosis,False,Acute Interstitial Nephritis,Acute Interstitial Nephritis,Autoimmune,english,True,,vignette,easy,"Recognizing drug-induced acute interstitial nephritis from a recent thiazide exposure with rash, hematuria, AKI, and classic urinary eosinophils is core clinical knowledge for general dermatologists."
113,Neoplastic,moderate,treatment,True,Kaposi Sarcoma,Kaposi Sarcoma,Vascular Tumours,english,True,,vignette,easy,Recognizing Kaposi sarcoma in an HIV patient from violaceous lesions and spindle cells on biopsy and knowing interferon-α is an appropriate therapy is core dermatology knowledge.
114,Infectious,common,diagnosis,False,Tinea Corporis,Tinea Corporis,Fungal,english,True,,vignette,easy,Classic presentation of tinea corporis in a wrestler; confirming with a bedside KOH preparation is core dermatology knowledge.
116,Genetic Rare,moderate,diagnosis,True,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,english,True,,short_stem,easy,Linking café-au-lait macules and axillary freckling to NF1 and recognizing iris hamartomas (Lisch nodules) as the associated finding is core dermatology knowledge.
118,Infectious,moderate,mechanism,False,Sporotrichosis,Sporotrichosis,Fungal,english,True,,vignette,easy,Classic sporotrichosis from rose-thorn injury with nodular lymphangitis and treatment with itraconazole (ergosterol synthesis inhibitor) and possible gynecomastia is well-known core dermatology knowledge.
119,Neoplastic,common,mechanism,False,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,english,True,,vignette,easy,Recognizing UVB-induced pyrimidine (thymidine) dimers as the classic DNA lesion leading to cutaneous SCC is core dermatology knowledge.
120,Infectious,moderate,diagnosis,False,Sporotrichosis,Sporotrichosis,Fungal,english,True,,short_stem,easy,Classic presentation of sporotrichosis with nodular lesions ascending along lymphatics after gardening injury is well-known to general dermatologists.
121,Infectious,common,diagnosis,False,Tinea Versicolor,Tinea Versicolor,Fungal,english,True,,vignette,easy,Recognizing tinea versicolor from hypopigmented macules on the trunk that don’t tan and are caused by Malassezia is core dermatology knowledge.
123,Inflammatory,moderate,mechanism,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,vignette,easy,"Classic presentation of pemphigus vulgaris with flaccid bullae, positive Nikolsky sign, and mucosal involvement, caused by anti–desmoglein-3 antibodies—core dermatology knowledge."
117,Inflammatory,common,diagnosis,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,vignette,easy,Classic psoriasis presentation with Auspitz sign where diagnosis is clinical and no testing is required.
122,Infectious,moderate,mechanism,False,Measles,Measles,Viral,english,True,,vignette,easy,"Classic measles presentation with Koplik spots and cephalocaudal spread; identifying measles as an enveloped, single-stranded RNA paramyxovirus is core knowledge for general dermatologists."
124,Inflammatory,moderate,diagnosis,True,Pyoderma Gangrenosum,Pyoderma Gangrenosum,Neutrophilic,english,True,,vignette,medium,"Identifying pyoderma gangrenosum requires recognizing its classic rapidly progressive, painful ulcer with undermined violaceous borders and association with IBD while excluding mimics like ecthyma gangrenosum or blastomycosis."
125,Metabolic Systemic,moderate,mechanism,False,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,english,True,,vignette,medium,Identifying bullous photosensitivity after sun exposure as a heme synthesis disorder and recalling that uroporphyrinogen III accumulates in porphyria cutanea tarda requires specific biochemical-pathologic linkage beyond routine dermatology knowledge.
126,Neoplastic,common,diagnosis,True,Malignant Melanoma,Melanoma,Malignant,english,True,,vignette,easy,"Identifying malignant melanoma from a changing, enlarging pigmented lesion with partial elevation and lack of dimpling is core dermatology knowledge and distinguishes it from common mimickers like keratoacanthoma, lentigo maligna, and basal cell carcinoma."
127,Infectious,common,diagnosis,True,Erythema Infectiosum,Erythema Infectiosum,Viral,english,True,,vignette,easy,Identifying erythema infectiosum (parvovirus B19) by its classic slapped-cheek rash followed by lacy reticular body rash and confirming with parvovirus IgM/IgG serology is core pediatric exanthem knowledge for general dermatologists.
129,Inflammatory,moderate,diagnosis,True,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,vignette,easy,"The description of Wickham striae and pruritic rash points to lichen planus, for which interface dermatitis with band-like lymphocytes at the dermoepidermal junction is a classic, well-known finding to general dermatologists."
130,Infectious,moderate,diagnosis,False,Disseminated Gonococcal Infection,Disseminated Gonococcal Infection,Bacterial,english,True,,vignette,easy,"Classic triad of disseminated gonococcal infection—migratory polyarthralgia/tenosynovitis, pustular acral lesions, and minimal fever—makes this a straightforward recognition problem for a general dermatologist."
128,Genetic Rare,moderate,diagnosis,True,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,english,True,,vignette,medium,"Recognizing NF1 from café-au-lait spots and Lisch nodules and then recalling its associated tumor risk (pheochromocytoma) requires solid dermatology training beyond basic knowledge, though it is a common board topic."
131,Infectious,moderate,prognosis,False,Congenital Syphilis,Congenital Syphilis,Bacterial,english,True,,vignette,easy,"Associating maternal secondary syphilis (positive RPR, palmar rash, darkfield confirmation) with congenital syphilis stigmata like saddle nose is core, widely known prenatal dermatology knowledge."
133,Inflammatory,common,diagnosis,False,Atopic Dermatitis,Atopic Dermatitis,Eczematous,english,True,,vignette,easy,"Classic pediatric atopic dermatitis with periocular/perioral pruritic eczematous plaques and personal atopy (asthma), distinguishing it from impetigo, conjunctivitis, or SSSS is straightforward for a general dermatologist."
132,Inflammatory,moderate,mechanism,False,Drug-Induced Lupus Erythematosus,Drug-Induced Lupus Erythematosus,Autoimmune,english,True,,vignette,easy,Recognizing isoniazid as the classic cause of drug-induced lupus with positive anti-histone antibodies in a TB regimen is core dermatology/pharmacology knowledge.
135,Infectious,common,diagnosis,True,Erythema Infectiosum,Erythema Infectiosum,Viral,english,True,,vignette,easy,Classic slapped-cheek rash sparing perioral area followed by lacy reticular exanthem on trunk/extremities after mild viral prodrome is a hallmark presentation of erythema infectiosum (parvovirus B19) familiar to general dermatologists.
134,Inflammatory,moderate,diagnosis,True,Angioedema,Angioedema,Vascular & Urticarial,english,True,,vignette,easy,"Recognizing ACE inhibitor–induced angioedema (lip swelling) after starting antihypertensive therapy is classic core knowledge for general dermatologists, distinguishing it from edema with calcium channel blockers or diuretics."
137,Inflammatory,common,treatment,False,Acne Vulgaris,Acne Vulgaris,Neutrophilic,english,True,,vignette,easy,"Identifying the need for a pregnancy test before initiating systemic acne therapies (eg, doxycycline, isotretinoin, or hormonal agents) in a sexually active adolescent is standard, core dermatology practice."
136,Inflammatory,common,treatment,False,Acne Vulgaris,Acne Vulgaris,Neutrophilic,english,True,,short_stem,easy,Recognizing hyperlipidemia as the major side effect of systemic retinoids (isotretinoin) for acne is core dermatology knowledge.
138,Infectious,common,mechanism,False,Erythema Infectiosum,Erythema Infectiosum,Viral,english,True,,vignette,easy,"Classic slapped-cheek/lacy rash of erythema infectiosum (parvovirus B19) with circumoral pallor, whose hallmark is tropism for erythroid progenitor cells—core pediatric/dermatology knowledge."
139,Neoplastic,common,prognosis,False,Melanoma,Melanoma,Malignant,english,True,,short_stem,easy,Identifying Breslow depth (tumor thickness) as the single most important prognostic factor in melanoma is core dermatology knowledge.
140,Neoplastic,moderate,mechanism,True,Mycosis Fungoides,Mycosis Fungoides,Malignant,english,True,,vignette,easy,Identifying mycosis fungoides/Sézary syndrome from pruritic scaly patches with epidermotropic cerebriform neoplastic cells and recognizing it as a cutaneous T-cell lymphoma is core dermatology knowledge.
141,Infectious,moderate,treatment,False,Measles,Measles,Viral,english,True,,vignette,easy,"Classic measles presentation with cough-coryza-conjunctivitis, high fever, cephalocaudal rash, and recent immigration with unknown vaccination; recognizing vitamin A supplementation as standard management is core pediatric/dermatology knowledge."
142,Infectious,moderate,diagnosis,True,Cutaneous Leishmaniasis,Cutaneous Leishmaniasis,Parasitic & Other,english,True,,vignette,medium,"Recognizing cutaneous leishmaniasis with ulcerative plaque after Central American travel and lymphadenopathy requires knowledge of regional parasitology and distinguishing it from other tropical infections, beyond core everyday dermatology."
