question_id,question,answer_options,correct_choice,llm_response,llm_response_raw,used_sources,answer_source,conditions,retrieval_iterations,final_doc_count,final_sufficient,retrieval_history,retrieved_documents,final_confidence
1048,"A 20-year-old medical student presents to the clinic with a very painful lesion on her lower lip, as shown in the photograph below. She admits that she applied polymyxin ointment to the lesion without improvement. A few months ago, she used the same antibiotic ointment to treat an infected cut on her arm. At that time, she had read in her microbiology book that polymyxin is an antibiotic that disrupts cell membranes. Why did the treatment fail this time?","{""A"": ""Organism has no cell membrane"", ""B"": ""Cold sore is non-infective in nature"", ""C"": ""Cold sores are treated by applying heat"", ""D"": ""Organism has become resistant"", ""E"": ""Topical antiviral creams are not effective for cold sores""}",A,A, A,,non_rag,,0,0,,,,
1049,"A 12-year-old girl presents to the pediatric dermatologist with an expanding, but otherwise asymptomatic erythematous patch on her right shoulder, which she first noticed 3 days ago. The girl states the rash started as a small red bump but has gradually progressed to its current size. No similar lesions were observed elsewhere by her or her mother. She has felt ill and her mother has detected intermittent low-grade fevers. During the skin examination, a target-like erythematous patch, approximately 7 cm in diameter, was noted on the left shoulder (as shown in the image). Another notable finding was axillary lymphadenopathy. On further questioning it was revealed that the patient went camping with her grandfather approximately 11 days ago; however, she does not recall any insect bites or exposure to animals. The family has a pet cat living in their household. Based on the history and physical examination results, what is the most likely diagnosis?","{""A"": ""Tinea corporis"", ""B"": ""Lyme disease"", ""C"": ""Granuloma anulare"", ""D"": ""Pityriasis rosea"", ""E"": ""Hansen\u2019s disease""}",B,B, B,,non_rag,,0,0,,,,
1050,A 35-year-old man presents with large tense blisters on the flexor surfaces of the upper extremities and trunk. The histologic findings show subepidermal blisters with an eosinophil-rich infiltrate. What is the most likely underlying pathology?,"{""A"": ""Autoantibodies to desmoglein 1"", ""B"": ""Autoantibodies to desmoglein 3"", ""C"": ""Granular deposits of immunoglobulin A (IgA) in the dermal papilla"", ""D"": ""Linear band of immunoglobulin G (IgG) in the epidermal basement membrane"", ""E"": ""Linear band of IgA in the basement membrane""}",D,D, D,,non_rag,,0,0,,,,
1051,"A 9-year-old boy presents with recent onset worsening performance in school and facial lesions that look like acne. Past medical history is significant for developmental delays and infantile spasm. No current medications. On physical examination, there are facial papulonodular lesions (as shown in the image), pitting of dental enamel, and multiple hypomelanotic oval macules over the torso. Which of the following genes is most likely impaired in this patient?","{""A"": ""VHL"", ""B"": ""TSC"", ""C"": ""NF1"", ""D"": ""NF2"", ""E"": ""GNAQ""}",B,B, B,,non_rag,,0,0,,,,
1052,"A 25-year-old man presents with an ulcer on his penis. He says that he noticed the ulcer a week ago while taking a shower and it has not improved. He denies any pain, penile discharge, rash, dysuria, fever, or pain on urination. His past medical history is nonsignificant. Sexual history reveals that the patient has had 6 male partners over the past year and uses condoms infrequently. On physical examination, there is a 1-cm ulcer on the dorsal aspect of the penile shaft (see image below). The edge and base of the ulcer are indurated but there is no bleeding or drainage. Two enlarged non-tender inguinal lymph nodes are palpable on the right. There is no evidence of scrotal masses or urethral discharge. A rapid HIV test is negative. Which of the following microorganisms is most likely responsible for this patient’s condition?","{""A"": ""Haemophilus ducreyi"", ""B"": ""Klebsiella inguinale"", ""C"": ""Herpes simplex virus"", ""D"": ""Treponema pallidum"", ""E"": ""Chlamydia trachomatis  ""}",D,D, D,,non_rag,,0,0,,,,
1053,"A 31-year-old woman presents with pruritic vesicles on the right side of her torso. She notes that the lesions appeared 2 days ago and have not improved. One day prior to their appearance, she says that she experienced a burning sensation in the affected area. The patient is afebrile and vital signs are within normal limits. Upon physical examination, there are painful vesicles noted that are localized to the right T10 skin dermatome. Which of the following complications is associated with this patient’s likely diagnosis?","{""A"": ""Fever"", ""B"": ""Bacterial superinfection of the affected skin"", ""C"": ""Pneumonia"", ""D"": ""Cerebellar ataxia"", ""E"": ""Postherpetic neuralgia""}",E,E, E,,non_rag,,0,0,,,,
1055,"A 33-year-old woman presents to a walk-in clinic for evaluation of some bumps around her eyes. The bumps are not itchy or painful. They have been getting larger since appearing last year. She has no other complaints. She has not sought out medical attention for the last 20 years due to lack of insurance coverage. Her medical history reveals no problems and she takes no medications. Her periods are regular. A review of systems reveals no other concerns. She does not drink, smoke, or use illicit drugs. Her vital signs show a heart rate of 86/min, respirations of 14/min, and blood pressure of 124/76 mm Hg. On examination, the rash is a series of small papules and plaques around her eyes. The rest of the examination is unremarkable. Which of the following initial blood tests are most appropriate at this time?","{""A"": ""Fasting blood glucose alone"", ""B"": ""Fasting blood glucose and lipid profile"", ""C"": ""Fasting lipid profile alone"", ""D"": ""Thyroid stimulating hormone alone"", ""E"": ""Fasting blood glucose, lipid profile, and thyroid stimulating hormone""}",C,B, B,,non_rag,,0,0,,,,
1056,"An 18-year-old man presents to the office, complaining of an itchy patch on his torso that appeared one week ago. The patient is on the college wrestling team and is concerned he will not be able to compete if it gets infected. He has no significant medical history, and his vital signs are within normal limits. On examination, there is an erythematous, scaly plaque with central clearing at approximately the level of rib 6 on the left side of his torso. What diagnostic test would be most appropriate at this time?","{""A"": ""Sabouraud agar"", ""B"": ""Eaton agar"", ""C"": ""Thayer-Martin agar"", ""D"": ""KOH preparation"", ""E"": ""Wood\u2019s lamp examination""}",D,D, D,,non_rag,,0,0,,,,
1057,"A 34-year-old man presents to the office for evaluation of a lesion on his upper arm that appeared a few months ago and has not healed. A patient appears healthful but has a history of cardiovascular disease. He states that his friend at the industrial ammunition factory where he works told him he should “get it looked at.” The patient admits to some nausea, vomiting, and diarrhea over the past year, but he states that he “feels fine now.” On physical examination, the lesion is an erythematous, scaly, ulcerated plaque on the flexor surface of his upper arm. The rest of the exam is within normal limits. What is the most likely diagnosis?","{""A"": ""Squamous cell carcinoma (SCC)"", ""B"": ""Actinic keratosis"", ""C"": ""Erysipelas"", ""D"": ""Contact dermatitis"", ""E"": ""Erythema multiforme""}",A,A, A,,non_rag,,0,0,,,,
1059,"A 68-year-old man from California presents for a routine checkup. He does not have any complaints. He says that he has tried to keep himself healthy and active by jogging and gardening since his retirement at age 50. He adds that he spends his mornings in the park and his afternoons in his garden. He has no significant medical history. The patient denies any smoking history and drinks alcohol occasionally. On physical examination, the following lesion is seen on his scalp (see image). Which of the following is the most likely diagnosis?","{""A"": ""Psoriasis"", ""B"": ""Seborrheic keratosis"", ""C"": ""Basal cell carcinoma"", ""D"": ""Actinic keratosis"", ""E"": ""Squamous cell carcinoma""}",D,D, D,,non_rag,,0,0,,,,
1060,"A 5-year-old boy with developmental delays presents to his pediatrician’s office with an ‘itchy rash’ on the flexor surfaces of his knees, elbows, and around his eyelids. The patient’s mother notes that the rashes have had a relapsing-remitting course since the child was an infant. Vital signs are within normal limits. Physical examination shows hypopigmentation of the patient’s skin and hair, as well as a musty odor in his sweat and urine. Based on the patient’s symptoms and history, which of the following is the most appropriate dietary recommendation?","{""A"": ""Avoid fresh fruits"", ""B"": ""Avoid meat"", ""C"": ""Increase intake of bread"", ""D"": ""Increase intake of dairy products"", ""E"": ""Switch to diet soda""}",B,D, D,,non_rag,,0,0,,,,
1061,"A 4-month-old boy is brought to the pediatrician for a wellness visit. Upon examination, the physician notes severe burns on the sun-exposed areas of the skin, including the face (especially the ears and nose), dorsal aspect of the hands, shoulders, and dorsal aspect of his feet. The child has very fair skin and blond hair. The parents insist that the child has not spent any extraordinary amount of time in the sun, but they admit that they rarely apply sunscreen. Which of the following physical factors is the most likely etiology for the burns?","{""A"": ""Infrared radiation"", ""B"": ""Child abuse"", ""C"": ""UV-B radiation"", ""D"": ""Ionizing radiation"", ""E"": ""Gamma radiation""}",C,C, C,,non_rag,,0,0,,,,
